StockCode,Description,QuantitySold,Revenue,UniqueCustomers,Recommendation
21058,PARTY INVITES WOODLAND,1046,853.2199999999999,68,Increase Inventory
21059,PARTY INVITES DINOSAURS,573,487.04999999999995,67,Increase Inventory
21060,PARTY INVITES BALLOON GIRL,356,302.59999999999997,47,Maintain Current Strategy
21061,PARTY INVITES FOOTBALL,412,350.2,49,Maintain Current Strategy
21062,PARTY INVITES SPACEMAN,500,425.0,55,Maintain Current Strategy
21063,PARTY INVITES JAZZ HEARTS,483,412.10999999999996,64,Maintain Current Strategy
21064,BOOM BOX SPEAKER BOYS,171,740.15,40,Maintain Current Strategy
21065,BOOM BOX SPEAKER GIRLS,485,827.15,31,Maintain Current Strategy
21066,VINTAGE RED MUG,687,656.37,32,Increase Inventory
21067,VINTAGE RED TEATIME MUG,201,246.88,30,Maintain Current Strategy
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1535,1637.71,81,Increase Inventory
21069,VINTAGE BILLBOARD TEA MUG,1867,2047.8000000000002,35,Increase Inventory
21070,VINTAGE BILLBOARD MUG ,1032,1058.54,51,Increase Inventory
21071,VINTAGE BILLBOARD DRINK ME MUG,845,1020.98,72,Increase Inventory
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2483,1972.73,148,Increase Inventory
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12305,9649.99,427,Increase Inventory
21084,SET/6 COLLAGE PAPER CUPS,2199,463.85,90,Increase Inventory
21086,SET/6 RED SPOTTY PAPER CUPS,6573,3999.09,167,Increase Inventory
21087,SET/6 POSIES PAPER CUPS,126,62.120000000000005,10,Maintain Current Strategy
21088,SET/6 FRUIT SALAD PAPER CUPS,1576,345.42,67,Increase Inventory
21089,SET/6 GREEN SPRING PAPER CUPS,231,45.730000000000004,23,Maintain Current Strategy
21090,SET/6 COLLAGE PAPER PLATES,1664,704.26,98,Increase Inventory
21094,SET/6 RED SPOTTY PAPER PLATES,7351,5496.53,179,Increase Inventory
21095,SET/6 POSIES PAPER PLATES,95,80.75,9,Run Promotional Campaign
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,479.25,63,Increase Inventory
21098,CHRISTMAS TOILET ROLL,3164,3665.05,115,Increase Inventory
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,7,Run Promotional Campaign
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,530.95,30,Maintain Current Strategy
21107,CREAM SLICE FLANNEL PINK SPOT ,837,2209.95,48,Increase Inventory
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,10070,17291.57,160,Increase Inventory
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,829,2082.15,51,Increase Inventory
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,47.25,4,Run Promotional Campaign
21110,LARGE CAKE TOWEL PINK SPOTS,774,2288.3,62,Increase Inventory
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",788,1290.3,46,Increase Inventory
21112,SWISS ROLL TOWEL PINK  SPOTS,666,1782.1799999999998,21,Increase Inventory
21112,"SWISS ROLL TOWEL, PINK  SPOTS",579,769.65,18,Increase Inventory
21114,LAVENDER SCENTED FABRIC HEART,1327,1674.03,105,Increase Inventory
21115,ROSE CARAVAN DOORSTOP,519,2567.61,104,Increase Inventory
21116,OWL DOORSTOP,489,2339.19,81,Maintain Current Strategy
21117,BLOND DOLL DOORSTOP,109,141.75,11,Maintain Current Strategy
21121,SET/10 RED POLKADOT PARTY CANDLES,6498,7794.18,238,Increase Inventory
21122,SET/10 PINK POLKADOT PARTY CANDLES,5251,6346.08,214,Increase Inventory
21123,SET/10 IVORY POLKADOT PARTY CANDLES,973,1213.31,66,Increase Inventory
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4793.34,180,Increase Inventory
21125,SET 6 FOOTBALL CELEBRATION CANDLES,595,743.75,59,Increase Inventory
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,604.19,57,Maintain Current Strategy
21128,GOLD FISHING GNOME,47,284.16,12,Run Promotional Campaign
21129,SILVER FISHING GNOME ,45,332.3,13,Run Promotional Campaign
21131,GOLD STANDING GNOME,93,290.25,11,Run Promotional Campaign
21132,SILVER STANDING GNOME   ,35,142.75,13,Run Promotional Campaign
21135,VICTORIAN  METAL POSTCARD SPRING,2707,2973.55,122,Increase Inventory
21136,PAINTED METAL PEARS ASSORTED,4454,7454.22,259,Increase Inventory
21137,BLACK RECORD COVER FRAME,11401,39045.8,140,Increase Inventory
21143,ANTIQUE GLASS HEART DECORATION ,295,575.25,26,Maintain Current Strategy
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,8,Maintain Current Strategy
21147,JINGLE BELLS TREE DECORATION,89,200.94,11,Run Promotional Campaign
21154,RED RETROSPOT OVEN GLOVE ,3186,3750.38,175,Increase Inventory
21155,RED RETROSPOT PEG BAG,2458,5874.95,205,Increase Inventory
21156,RETROSPOT CHILDRENS APRON,3038,5585.92,202,Increase Inventory
21157,RED RETROSPOT WASHBAG,48,100.80000000000001,12,Run Promotional Campaign
21158,MOODY GIRL DOOR HANGER ,1422,684.9599999999999,103,Increase Inventory
21159,MOODY BOY  DOOR HANGER ,1108,542.36,73,Increase Inventory
21161,KEEP OUT BOYS DOOR HANGER ,130,188.5,25,Maintain Current Strategy
21162,TOXIC AREA  DOOR HANGER ,1413,695.23,98,Increase Inventory
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1171,599.79,86,Increase Inventory
21164,HOME SWEET HOME METAL SIGN ,1712,4844.72,166,Increase Inventory
21165,BEWARE OF THE CAT METAL SIGN ,4025,6401.93,178,Increase Inventory
21166,COOK WITH WINE METAL SIGN ,10169,20232.13,287,Increase Inventory
21167,WHITE SAGE INCENSE,1260,264.6,20,Increase Inventory
21169,YOU'RE CONFUSING ME METAL SIGN ,4270,6743.98,191,Increase Inventory
21171,BATHROOM METAL SIGN ,424,566.8,43,Maintain Current Strategy
21172,PARTY METAL SIGN ,3330,4701.0199999999995,236,Increase Inventory
21174,POTTERING IN THE SHED METAL SIGN,3922,8364.64,225,Increase Inventory
21175,GIN + TONIC DIET METAL SIGN,11501,24944.88,330,Increase Inventory
21175,GIN AND TONIC DIET METAL SIGN,474,1118.46,34,Maintain Current Strategy
21179,NO JUNK MAIL METAL SIGN,1783,1019.59,122,Increase Inventory
21181,PLEASE ONE PERSON METAL SIGN,11932,23865.820000000003,361,Increase Inventory
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,328,522.0,30,Maintain Current Strategy
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,838.5000000000001,27,Maintain Current Strategy
21189,WHITE HONEYCOMB PAPER GARLAND ,165,272.25,27,Maintain Current Strategy
21190,PINK HEARTS PAPER GARLAND,168,245.20000000000002,6,Maintain Current Strategy
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,394,788.0400000000001,38,Maintain Current Strategy
21192,WHITE BELL HONEYCOMB PAPER ,924,1390.1999999999998,32,Increase Inventory
21194,PINK  HONEYCOMB PAPER FAN,436,364.6,37,Maintain Current Strategy
21195,PINK  HONEYCOMB PAPER BALL ,417,607.86,21,Maintain Current Strategy
21196,ROUND WHITE CONFETTI IN TUBE,89,146.84999999999997,9,Run Promotional Campaign
21197,MULTICOLOUR  CONFETTI IN TUBE,243,322.71,13,Maintain Current Strategy
21198,WHITE HEART CONFETTI IN TUBE,963,929.9099999999999,47,Increase Inventory
21199,PINK  HEART CONFETTI IN TUBE,864,766.56,45,Increase Inventory
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,1272.8999999999999,33,Increase Inventory
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1175,2672.25,44,Increase Inventory
21202,DOLLY HONEYCOMB GARLAND,448,403.2,20,Maintain Current Strategy
21204,DAISIES  HONEYCOMB GARLAND ,419,691.3499999999999,44,Maintain Current Strategy
21205,MULTICOLOUR 3D BALLS GARLAND,209,532.9499999999999,43,Maintain Current Strategy
21206,STRAWBERRY HONEYCOMB  GARLAND ,1220,1446.6,55,Increase Inventory
21207,SKULL AND CROSSBONES  GARLAND ,981,1532.2499999999998,74,Increase Inventory
21208,PASTEL COLOUR HONEYCOMB FAN,873,531.6899999999999,50,Increase Inventory
21209,MULTICOLOUR HONEYCOMB FAN,1142,669.12,48,Increase Inventory
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5677,7943.0199999999995,244,Increase Inventory
21211,SET OF 72 SKULL PAPER  DOILIES,815,1143.35,58,Increase Inventory
21212,PACK OF 72 RETROSPOT CAKE CASES,33670,16381.880000000001,635,Increase Inventory
21213,PACK OF 72 SKULL CAKE CASES,14302,6855.46,295,Increase Inventory
21215,IVORY PAPER CUP CAKE CASES ,866,460.70000000000005,51,Increase Inventory
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1836,8330.12,150,Increase Inventory
21217,RED RETROSPOT ROUND CAKE TINS,974,9178.3,167,Increase Inventory
21218,RED SPOTTY BISCUIT TIN,2058,7071.2,130,Increase Inventory
21219,SET/4 BADGES BALLOON GIRL,323,408.59,35,Maintain Current Strategy
21220,SET/4 BADGES DOGS,229,299.56,34,Maintain Current Strategy
21221,SET/4 BADGES CUTE CREATURES,201,262.14,24,Maintain Current Strategy
21222,SET/4 BADGES BEETLES,194,252.18,26,Maintain Current Strategy
21224,SET/4 SKULL BADGES,734,913.7,58,Increase Inventory
21226,POCKET MIRROR WOODLAND,8,10.0,4,Run Promotional Campaign
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25,2,Run Promotional Campaign
21231,SWEETHEART CERAMIC TRINKET BOX,5748,6864.610000000001,215,Increase Inventory
21232,STRAWBERRY CERAMIC TRINKET BOX,9318,10883.02,296,Increase Inventory
21232,STRAWBERRY CERAMIC TRINKET POT,1036,1312.04,57,Increase Inventory
21238,RED RETROSPOT CUP,3519,2822.41,160,Increase Inventory
21239,PINK  POLKADOT CUP,2572,2049.7,141,Increase Inventory
21240,BLUE POLKADOT CUP,3153,2484.53,149,Increase Inventory
21242,RED RETROSPOT PLATE ,3071,4855.91,148,Increase Inventory
21243,PINK  POLKADOT PLATE ,1911,3010.71,95,Increase Inventory
21243,PINK POLKADOT PLATE ,202,318.34,18,Maintain Current Strategy
21244,BLUE POLKADOT PLATE ,2131,3359.47,107,Increase Inventory
21245,GREEN POLKADOT PLATE ,1011,1618.03,72,Increase Inventory
21246,RED RETROSPOT BIG BOWL,175,849.45,33,Maintain Current Strategy
21248,DOOR HANGER  MUM + DADS ROOM,187,271.15,45,Maintain Current Strategy
21249,WOODLAND  HEIGHT CHART STICKERS ,672,1874.4,68,Increase Inventory
21250,SET OF SKULL WALL STICKERS,92,257.0,15,Run Promotional Campaign
21251,DINOSAUR HEIGHT CHART STICKER SET,165,486.75000000000006,32,Maintain Current Strategy
21253,SET OF PICTURE FRAME  STICKERS,65,189.59000000000003,14,Run Promotional Campaign
21257,VICTORIAN SEWING BOX MEDIUM,488,3727.44,100,Maintain Current Strategy
21258,VICTORIAN SEWING BOX LARGE,425,5014.23,61,Increase Product Price
21259,VICTORIAN SEWING BOX SMALL ,1123,6402.360000000001,133,Increase Inventory
21260,FIRST AID TIN,1129,3530.35,104,Increase Inventory
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,167,520.6500000000001,24,Maintain Current Strategy
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,265,781.7500000000001,43,Maintain Current Strategy
21263,GREEN GOOSE FEATHER TREE 60CM,161,313.95,32,Maintain Current Strategy
21264,WHITE GOOSE FEATHER TREE 60CM ,254,495.29999999999995,37,Maintain Current Strategy
21265,PINK GOOSE FEATHER TREE 60CM,128,249.59999999999997,15,Maintain Current Strategy
21268,VINTAGE BLUE TINSEL REEL,2,0.84,1,Run Promotional Campaign
21269,ANTIQUE CREAM CUTLERY SHELF ,28,238.0,17,Run Promotional Campaign
21270,ANTIQUE CREAM CUTLERY CUPBOARD,14,178.5,12,Run Promotional Campaign
21272,SALLE DE BAIN HOOK,498,653.8199999999999,49,Maintain Current Strategy
21275,ZINC TOP  2 DOOR WOODEN SHELF ,10,169.5,9,Run Promotional Campaign
21277,FRENCH STYLE EMBOSSED HEART CABINET,23,485.9,19,Run Promotional Campaign
21278,VINTAGE KITCHEN PRINT PUDDINGS,31,79.05,7,Run Promotional Campaign
21279,VINTAGE KITCHEN PRINT FRUITS,65,165.75,12,Run Promotional Campaign
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75,12,Run Promotional Campaign
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,89.24999999999999,6,Run Promotional Campaign
21284,RETROSPOT CANDLE  SMALL,384,311.84000000000003,24,Maintain Current Strategy
21285,RETROSPOT CANDLE  MEDIUM,350,357.62,26,Maintain Current Strategy
21286,RETROSPOT CANDLE  LARGE,255,279.37,17,Maintain Current Strategy
21287,SCENTED VELVET LOUNGE CANDLE ,1788,755.13,47,Increase Inventory
21288,STRIPEY CHOCOLATE NESTING BOXES,253,707.95,33,Maintain Current Strategy
21289,LARGE STRIPES CHOCOLATE GIFT BAG,443,553.75,19,Maintain Current Strategy
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,920,782.0,32,Increase Inventory
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,865,591.25,25,Increase Inventory
21293,MIRRORED DOVE WALL DECORATION,101,214.13000000000002,14,Maintain Current Strategy
21294,ETCHED GLASS COASTER,1536,722.88,46,Increase Inventory
21306,SET/4 DAISY MIRROR MAGNETS,486,166.27999999999997,35,Maintain Current Strategy
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,11,Run Promotional Campaign
21310,CAPIZ CHANDELIER,1,29.95,1,Run Promotional Campaign
21311,SET/4 BIRD MIRROR MAGNETS ,452,158.23,40,Maintain Current Strategy
21313,GLASS HEART T-LIGHT HOLDER ,2828,2097.71,96,Increase Inventory
21314,SMALL GLASS HEART TRINKET POT,3664,7399.960000000001,215,Increase Inventory
21316,SMALL CHUNKY GLASS ROMAN  BOWL,148,153.64000000000001,9,Maintain Current Strategy
21317,GLASS SPHERE CANDLE STAND MEDIUM,95,510.75,23,Run Promotional Campaign
21318,GLASS CHALICE BLUE SMALL ,678,369.0,38,Increase Inventory
21319,GLASS CHALICE GREEN  SMALL ,147,129.51,12,Maintain Current Strategy
21320,GLASS CHALICE GREEN  LARGE ,186,309.66,10,Maintain Current Strategy
21324,HANGING MEDINA LANTERN SMALL,69,203.55,20,Run Promotional Campaign
21326,AGED GLASS SILVER T-LIGHT HOLDER,10040,6052.0,168,Increase Inventory
21327,SKULLS WRITING SET ,538,887.6999999999999,99,Increase Inventory
21328,BALLOONS  WRITING SET ,755,1253.9499999999998,135,Increase Inventory
21329,DINOSAURS  WRITING SET ,586,975.0999999999999,120,Increase Inventory
21331,MOROCCAN BEATEN METAL DISH LARGE,11,140.25,7,Run Promotional Campaign
21332,MOROCCAN BEATEN METAL MIRROR,14,143.3,8,Run Promotional Campaign
21333,CLASSIC WHITE FRAME,55,162.25,15,Run Promotional Campaign
21336,GOLD WASHBAG,8,23.6,3,Run Promotional Campaign
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,925,10123.16,179,Increase Inventory
21344,MOROCCAN BEATEN METAL DISH,14,139.29999999999998,5,Run Promotional Campaign
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,139,355.65,5,Maintain Current Strategy
21349,IVY HEART WREATH,12,81.0,7,Run Promotional Campaign
21351,CINAMMON & ORANGE WREATH,101,654.55,27,Maintain Current Strategy
21352,EUCALYPTUS & PINECONE  WREATH,311,1118.65,35,Maintain Current Strategy
21354,TOAST ITS - BEST MUM,751,885.95,55,Increase Inventory
21355,TOAST ITS - I LOVE YOU ,772,955.4,95,Increase Inventory
21356,TOAST ITS - FAIRY FLOWER,303,361.9,37,Maintain Current Strategy
21357,TOAST ITS - DINOSAUR,19,23.75,9,Run Promotional Campaign
21358,TOAST ITS - HAPPY BIRTHDAY,327,408.75,54,Maintain Current Strategy
21359,RELAX LARGE WOOD LETTERS,126,743.7,22,Maintain Current Strategy
21360,JOY LARGE WOOD LETTERS,37,194.15,14,Run Promotional Campaign
21361,LOVE LARGE WOOD LETTERS ,91,1127.85,42,Run Promotional Campaign
21363,HOME SMALL WOOD LETTERS,207,1024.65,67,Maintain Current Strategy
21364,PEACE SMALL WOOD LETTERS,25,168.75,19,Run Promotional Campaign
21365,MIRRORED WALL ART STARS,348,360.0,35,Maintain Current Strategy
21366,MIRRORED WALL ART PHOTO FRAMES,24,102.0,9,Run Promotional Campaign
21367,MIRRORED WALL ART GENTS,163,159.51,29,Maintain Current Strategy
21368,MIRRORED WALL ART LADIES,160,128.4,25,Maintain Current Strategy
21369,MIRRORED WALL ART SPLODGES,98,142.5,12,Run Promotional Campaign
21370,MIRRORED WALL ART FOXY,15,88.2,7,Run Promotional Campaign
21371,MIRRORED WALL ART POPPIES,275,274.65,27,Maintain Current Strategy
21372,MIRRORED WALL ART TABLE LAMP,67,75.73,18,Run Promotional Campaign
21373,MIRRORED WALL ART SNOWFLAKES,507,380.25,41,Increase Inventory
21374,MIRRORED WALL ART SKULLS,294,400.0,37,Maintain Current Strategy
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,22,107.30000000000001,9,Run Promotional Campaign
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,29,149.65,13,Run Promotional Campaign
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,123.20999999999998,18,Run Promotional Campaign
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,129,175.04999999999998,21,Maintain Current Strategy
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,141,155.61,22,Maintain Current Strategy
21380,WOODEN HAPPY BIRTHDAY GARLAND,2090,5901.3,138,Increase Inventory
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1695,2726.31,88,Increase Inventory
21382,SET/4 SPRING FLOWER DECORATION,1040,1151.8,64,Increase Inventory
21383,PACK OF 12 STICKY BUNNIES,765,497.25000000000006,75,Increase Inventory
21385,IVORY HANGING DECORATION  HEART,3558,2952.54,153,Increase Inventory
21386,IVORY HANGING DECORATION  EGG,689,253.01,42,Increase Inventory
21389,IVORY HANGING DECORATION  BIRD,1015,862.75,81,Increase Inventory
21390,FILIGRIS HEART WITH BUTTERFLY,3778,4540.38,120,Increase Inventory
21391,FRENCH LAVENDER SCENT HEART,965,846.6,69,Increase Inventory
21392,RED POLKADOT PUDDING BOWL,32,38.13,5,Run Promotional Campaign
21393,BLUE POLKADOT PUDDING BOWL,29,38.67,7,Run Promotional Campaign
21394,RED POLKADOT BEAKER ,3822,1538.62,88,Increase Inventory
21395,BLUE POLKADOT BEAKER ,2806,1094.34,63,Increase Inventory
21397,BLUE POLKADOT EGG CUP ,1016,445.26,43,Increase Inventory
21398,RED POLKADOT COFFEE  MUG,1499,642.75,43,Increase Inventory
21399,BLUE POLKADOT COFFEE MUG,2035,826.14,50,Increase Inventory
21400,RED PUDDING SPOON,837,109.74,42,Increase Inventory
21401,BLUE PUDDING SPOON,1010,132.29999999999998,48,Increase Inventory
21402,RED  EGG  SPOON,1290,155.4,54,Increase Inventory
21403,BLUE EGG  SPOON,1718,258.71999999999997,58,Increase Inventory
21407,BROWN CHECK CAT DOORSTOP ,233,965.0,79,Maintain Current Strategy
21408,SPOTTY PINK DUCK DOORSTOP,221,752.51,50,Maintain Current Strategy
21411,GINGHAM HEART  DOORSTOP RED,714,2371.2599999999998,147,Increase Inventory
21413,PERIWINKLE T-LIGHT HOLDER,36,45.0,8,Run Promotional Campaign
21414,SCALLOP SHELL SOAP DISH,1,2.1,1,Run Promotional Campaign
21415,CLAM SHELL SMALL ,202,375.73,25,Maintain Current Strategy
21416,CLAM SHELL LARGE,5,18.75,4,Run Promotional Campaign
21417,COCKLE SHELL DISH,289,420.88,24,Maintain Current Strategy
21418,STARFISH SOAP DISH,59,115.25,11,Run Promotional Campaign
21420,OYSTER TRINKET BOX,47,83.87,12,Run Promotional Campaign
21421,PORCELAIN ROSE LARGE ,298,345.14,11,Maintain Current Strategy
21422,PORCELAIN ROSE SMALL,1560,1218.36,32,Increase Inventory
21424,WOODLAND STORAGE BOX LARGE ,227,612.05,19,Maintain Current Strategy
21425,SKULLS STORAGE BOX LARGE,67,188.05,12,Run Promotional Campaign
21426,WOODLAND STORAGE BOX SMALL,213,411.30000000000007,15,Maintain Current Strategy
21427,SKULLS STORAGE BOX SMALL,77,161.70000000000002,21,Run Promotional Campaign
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1098,4259.3,117,Increase Inventory
21429,RED GINGHAM ROSE JEWELLERY BOX,1612,2917.2,147,Increase Inventory
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2698,9401.82,186,Increase Inventory
21439,BASKET OF TOADSTOOLS,1322,1574.98,51,Increase Inventory
21441,BLUE BIRDHOUSE DECORATION,376,223.3,34,Maintain Current Strategy
21442,GREEN BIRDHOUSE DECORATION,386,229.45999999999998,31,Maintain Current Strategy
21445,12 PINK ROSE PEG PLACE SETTINGS,214,267.5,17,Maintain Current Strategy
21446,12 RED ROSE PEG PLACE SETTINGS,392,490.0,47,Maintain Current Strategy
21447,12 IVORY ROSE PEG PLACE SETTINGS,749,936.25,56,Increase Inventory
21448,12 DAISY PEGS IN WOOD BOX,322,531.3,46,Maintain Current Strategy
21452,TOADSTOOL MONEY BOX,745,2140.15,109,Increase Inventory
21454,PAINTED PINK RABBIT ,317,269.45,41,Maintain Current Strategy
21455,PAINTED YELLOW WOODEN DAISY,271,230.35,32,Maintain Current Strategy
21456,2 PICTURE BOOK EGGS EASTER CHICKS,161,201.25,17,Maintain Current Strategy
21457,2 PICTURE BOOK EGGS EASTER DUCKS,115,143.75,15,Maintain Current Strategy
21458,2 PICTURE BOOK EGGS EASTER BUNNY,158,197.5,18,Maintain Current Strategy
21459,YELLOW EASTER EGG HUNT START POST,75,146.25,16,Run Promotional Campaign
21460,GREEN EASTER EGG HUNT START POST,26,50.699999999999996,9,Run Promotional Campaign
21461,BLUE EASTER EGG HUNT START POST,8,15.6,4,Run Promotional Campaign
21462,"NURSERY A,B,C PAINTED LETTERS",192,859.2,57,Maintain Current Strategy
21463,MIRRORED DISCO BALL ,642,3393.4,77,Increase Inventory
21464,DISCO BALL ROTATOR BATTERY OPERATED,244,1034.0,57,Maintain Current Strategy
21465,PINK FLOWER CROCHET FOOD COVER,193,727.46,55,Maintain Current Strategy
21466,RED FLOWER CROCHET FOOD COVER,267,982.49,71,Maintain Current Strategy
21467,CHERRY CROCHET FOOD COVER,215,813.67,58,Maintain Current Strategy
21468,BUTTERFLY CROCHET FOOD COVER,123,468.67,43,Maintain Current Strategy
21469,POLKA DOT RAFFIA FOOD COVER,250,941.21,57,Maintain Current Strategy
21470,FLOWER VINE RAFFIA FOOD COVER,336,1271.13,77,Maintain Current Strategy
21471,STRAWBERRY RAFFIA FOOD COVER,493,1695.15,77,Maintain Current Strategy
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,446.25,29,Maintain Current Strategy
21473,SWEETHEART CREAM STEEL TABLE RECT,22,438.9,16,Run Promotional Campaign
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,463.45,14,Run Promotional Campaign
21479,WHITE SKULL HOT WATER BOTTLE ,2699,10215.47,252,Increase Inventory
21481,FAWN BLUE HOT WATER BOTTLE,2919,9196.050000000001,253,Increase Inventory
21484,CHICK GREY HOT WATER BOTTLE,1545,5770.27,205,Increase Inventory
21485,RETROSPOT HEART HOT WATER BOTTLE,3326,15827.18,371,Increase Inventory
21486,PINK HEART DOTS HOT WATER BOTTLE,8,30.0,4,Run Promotional Campaign
21488,RED WHITE SCARF  HOT WATER BOTTLE,3,11.850000000000001,2,Run Promotional Campaign
21494,ROTATING LEAVES T-LIGHT HOLDER,1222,1617.23,79,Increase Inventory
21495,SKULLS AND CROSSBONES WRAP,5800,2356.0,102,Increase Inventory
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409.0,177,Increase Inventory
21498,RED RETROSPOT WRAP ,10522,4310.24,238,Increase Inventory
21499,BLUE POLKADOT WRAP,6900,2798.0,175,Increase Inventory
21500,PINK POLKADOT WRAP ,6350,2593.0,162,Increase Inventory
21503,TOYBOX  WRAP ,726,288.92,22,Increase Inventory
21504,SKULLS GREETING CARD,1860,753.12,74,Increase Inventory
21506,"FANCY FONT BIRTHDAY CARD, ",4704,1895.76,171,Increase Inventory
