StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
21086,SET/6 RED SPOTTY PAPER CUPS,6573,3999.09,Fast Moving,YES
21087,SET/6 POSIES PAPER CUPS,126,62.120000000000005,Slow Moving,NO
21088,SET/6 FRUIT SALAD PAPER CUPS,1576,345.42,Fast Moving,YES
21089,SET/6 GREEN SPRING PAPER CUPS,231,45.730000000000004,Medium Moving,NO
21090,SET/6 COLLAGE PAPER PLATES,1664,704.26,Fast Moving,YES
21094,SET/6 RED SPOTTY PAPER PLATES,7351,5496.53,Fast Moving,YES
21095,SET/6 POSIES PAPER PLATES,95,80.75,Slow Moving,NO
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,479.25,Fast Moving,YES
21098,CHRISTMAS TOILET ROLL,3164,3665.05,Fast Moving,YES
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,Slow Moving,NO
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,530.95,Slow Moving,NO
21107,CREAM SLICE FLANNEL PINK SPOT ,837,2209.95,Medium Moving,YES
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,10070,17291.57,Fast Moving,YES
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,829,2082.15,Medium Moving,YES
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,47.25,Slow Moving,NO
21110,LARGE CAKE TOWEL PINK SPOTS,774,2288.3,Medium Moving,YES
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",788,1290.3,Medium Moving,YES
21112,SWISS ROLL TOWEL PINK  SPOTS,666,1782.1799999999998,Medium Moving,YES
21112,"SWISS ROLL TOWEL, PINK  SPOTS",579,769.65,Medium Moving,YES
21114,LAVENDER SCENTED FABRIC HEART,1327,1674.03,Fast Moving,YES
21115,ROSE CARAVAN DOORSTOP,519,2567.61,Medium Moving,YES
21116,OWL DOORSTOP,489,2339.19,Medium Moving,NO
21117,BLOND DOLL DOORSTOP,109,141.75,Slow Moving,NO
21121,SET/10 RED POLKADOT PARTY CANDLES,6498,7794.18,Fast Moving,YES
21122,SET/10 PINK POLKADOT PARTY CANDLES,5251,6346.08,Fast Moving,YES
21123,SET/10 IVORY POLKADOT PARTY CANDLES,973,1213.31,Medium Moving,YES
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4793.34,Fast Moving,YES
21125,SET 6 FOOTBALL CELEBRATION CANDLES,595,743.75,Medium Moving,YES
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,604.19,Medium Moving,NO
21128,GOLD FISHING GNOME,47,284.16,Slow Moving,NO
21129,SILVER FISHING GNOME ,45,332.3,Slow Moving,NO
21131,GOLD STANDING GNOME,93,290.25,Slow Moving,NO
21132,SILVER STANDING GNOME   ,35,142.75,Slow Moving,NO
21135,VICTORIAN  METAL POSTCARD SPRING,2707,2973.55,Fast Moving,YES
21136,PAINTED METAL PEARS ASSORTED,4454,7454.22,Fast Moving,YES
21137,BLACK RECORD COVER FRAME,11401,39045.8,Fast Moving,YES
21143,ANTIQUE GLASS HEART DECORATION ,295,575.25,Medium Moving,NO
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,Slow Moving,NO
21147,JINGLE BELLS TREE DECORATION,89,200.94,Slow Moving,NO
21154,RED RETROSPOT OVEN GLOVE ,3186,3750.38,Fast Moving,YES
21155,RED RETROSPOT PEG BAG,2458,5874.95,Fast Moving,YES
21156,RETROSPOT CHILDRENS APRON,3038,5585.92,Fast Moving,YES
21157,RED RETROSPOT WASHBAG,48,100.80000000000001,Slow Moving,NO
21158,MOODY GIRL DOOR HANGER ,1422,684.9599999999999,Fast Moving,YES
21159,MOODY BOY  DOOR HANGER ,1108,542.36,Fast Moving,YES
21161,KEEP OUT BOYS DOOR HANGER ,130,188.5,Slow Moving,NO
21162,TOXIC AREA  DOOR HANGER ,1413,695.23,Fast Moving,YES
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1171,599.79,Fast Moving,YES
21164,HOME SWEET HOME METAL SIGN ,1712,4844.72,Fast Moving,YES
21165,BEWARE OF THE CAT METAL SIGN ,4025,6401.93,Fast Moving,YES
21166,COOK WITH WINE METAL SIGN ,10169,20232.13,Fast Moving,YES
21167,WHITE SAGE INCENSE,1260,264.6,Fast Moving,YES
21169,YOU'RE CONFUSING ME METAL SIGN ,4270,6743.98,Fast Moving,YES
21171,BATHROOM METAL SIGN ,424,566.8,Medium Moving,NO
21172,PARTY METAL SIGN ,3330,4701.0199999999995,Fast Moving,YES
21174,POTTERING IN THE SHED METAL SIGN,3922,8364.64,Fast Moving,YES
21175,GIN + TONIC DIET METAL SIGN,11501,24944.88,Fast Moving,YES
21175,GIN AND TONIC DIET METAL SIGN,474,1118.46,Medium Moving,NO
21179,NO JUNK MAIL METAL SIGN,1783,1019.59,Fast Moving,YES
21181,PLEASE ONE PERSON METAL SIGN,11932,23865.820000000003,Fast Moving,YES
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,328,522.0,Medium Moving,NO
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,838.5000000000001,Medium Moving,NO
21189,WHITE HONEYCOMB PAPER GARLAND ,165,272.25,Slow Moving,NO
21190,PINK HEARTS PAPER GARLAND,168,245.20000000000002,Slow Moving,NO
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,394,788.0400000000001,Medium Moving,NO
21192,WHITE BELL HONEYCOMB PAPER ,924,1390.1999999999998,Medium Moving,YES
21194,PINK  HONEYCOMB PAPER FAN,436,364.6,Medium Moving,NO
21195,PINK  HONEYCOMB PAPER BALL ,417,607.86,Medium Moving,NO
21196,ROUND WHITE CONFETTI IN TUBE,89,146.84999999999997,Slow Moving,NO
21197,MULTICOLOUR  CONFETTI IN TUBE,243,322.71,Medium Moving,NO
21198,WHITE HEART CONFETTI IN TUBE,963,929.9099999999999,Medium Moving,YES
21199,PINK  HEART CONFETTI IN TUBE,864,766.56,Medium Moving,YES
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,1272.8999999999999,Fast Moving,YES
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1175,2672.25,Fast Moving,YES
21202,DOLLY HONEYCOMB GARLAND,448,403.2,Medium Moving,NO
21204,DAISIES  HONEYCOMB GARLAND ,419,691.3499999999999,Medium Moving,NO
21205,MULTICOLOUR 3D BALLS GARLAND,209,532.9499999999999,Medium Moving,NO
21206,STRAWBERRY HONEYCOMB  GARLAND ,1220,1446.6,Fast Moving,YES
21207,SKULL AND CROSSBONES  GARLAND ,981,1532.2499999999998,Medium Moving,YES
21208,PASTEL COLOUR HONEYCOMB FAN,873,531.6899999999999,Medium Moving,YES
21209,MULTICOLOUR HONEYCOMB FAN,1142,669.12,Fast Moving,YES
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5677,7943.0199999999995,Fast Moving,YES
21211,SET OF 72 SKULL PAPER  DOILIES,815,1143.35,Medium Moving,YES
21212,PACK OF 72 RETROSPOT CAKE CASES,33670,16381.880000000001,Fast Moving,YES
21213,PACK OF 72 SKULL CAKE CASES,14302,6855.46,Fast Moving,YES
21215,IVORY PAPER CUP CAKE CASES ,866,460.70000000000005,Medium Moving,YES
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1836,8330.12,Fast Moving,YES
21217,RED RETROSPOT ROUND CAKE TINS,974,9178.3,Medium Moving,YES
21218,RED SPOTTY BISCUIT TIN,2058,7071.2,Fast Moving,YES
21219,SET/4 BADGES BALLOON GIRL,323,408.59,Medium Moving,NO
21220,SET/4 BADGES DOGS,229,299.56,Medium Moving,NO
21221,SET/4 BADGES CUTE CREATURES,201,262.14,Medium Moving,NO
21222,SET/4 BADGES BEETLES,194,252.18,Slow Moving,NO
21224,SET/4 SKULL BADGES,734,913.7,Medium Moving,YES
21226,POCKET MIRROR WOODLAND,8,10.0,Slow Moving,NO
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25,Slow Moving,NO
21231,SWEETHEART CERAMIC TRINKET BOX,5748,6864.610000000001,Fast Moving,YES
21232,STRAWBERRY CERAMIC TRINKET BOX,9318,10883.02,Fast Moving,YES
21232,STRAWBERRY CERAMIC TRINKET POT,1036,1312.04,Fast Moving,YES
21238,RED RETROSPOT CUP,3519,2822.41,Fast Moving,YES
21239,PINK  POLKADOT CUP,2572,2049.7,Fast Moving,YES
21240,BLUE POLKADOT CUP,3153,2484.53,Fast Moving,YES
21242,RED RETROSPOT PLATE ,3071,4855.91,Fast Moving,YES
21243,PINK  POLKADOT PLATE ,1911,3010.71,Fast Moving,YES
21243,PINK POLKADOT PLATE ,202,318.34,Medium Moving,NO
21244,BLUE POLKADOT PLATE ,2131,3359.47,Fast Moving,YES
21245,GREEN POLKADOT PLATE ,1011,1618.03,Fast Moving,YES
21246,RED RETROSPOT BIG BOWL,175,849.45,Slow Moving,NO
21248,DOOR HANGER  MUM + DADS ROOM,187,271.15,Slow Moving,NO
21249,WOODLAND  HEIGHT CHART STICKERS ,672,1874.4,Medium Moving,YES
21250,SET OF SKULL WALL STICKERS,92,257.0,Slow Moving,NO
21251,DINOSAUR HEIGHT CHART STICKER SET,165,486.75000000000006,Slow Moving,NO
21253,SET OF PICTURE FRAME  STICKERS,65,189.59000000000003,Slow Moving,NO
21257,VICTORIAN SEWING BOX MEDIUM,488,3727.44,Medium Moving,NO
21258,VICTORIAN SEWING BOX LARGE,425,5014.23,Medium Moving,NO
21259,VICTORIAN SEWING BOX SMALL ,1123,6402.360000000001,Fast Moving,YES
21260,FIRST AID TIN,1129,3530.35,Fast Moving,YES
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,167,520.6500000000001,Slow Moving,NO
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,265,781.7500000000001,Medium Moving,NO
21263,GREEN GOOSE FEATHER TREE 60CM,161,313.95,Slow Moving,NO
21264,WHITE GOOSE FEATHER TREE 60CM ,254,495.29999999999995,Medium Moving,NO
21265,PINK GOOSE FEATHER TREE 60CM,128,249.59999999999997,Slow Moving,NO
21268,VINTAGE BLUE TINSEL REEL,2,0.84,Slow Moving,NO
21269,ANTIQUE CREAM CUTLERY SHELF ,28,238.0,Slow Moving,NO
21270,ANTIQUE CREAM CUTLERY CUPBOARD,14,178.5,Slow Moving,NO
21272,SALLE DE BAIN HOOK,498,653.8199999999999,Medium Moving,NO
21275,ZINC TOP  2 DOOR WOODEN SHELF ,10,169.5,Slow Moving,NO
21277,FRENCH STYLE EMBOSSED HEART CABINET,23,485.9,Slow Moving,NO
21278,VINTAGE KITCHEN PRINT PUDDINGS,31,79.05,Slow Moving,NO
21279,VINTAGE KITCHEN PRINT FRUITS,65,165.75,Slow Moving,NO
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75,Slow Moving,NO
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,89.24999999999999,Slow Moving,NO
21284,RETROSPOT CANDLE  SMALL,384,311.84000000000003,Medium Moving,NO
21285,RETROSPOT CANDLE  MEDIUM,350,357.62,Medium Moving,NO
21286,RETROSPOT CANDLE  LARGE,255,279.37,Medium Moving,NO
21287,SCENTED VELVET LOUNGE CANDLE ,1788,755.13,Fast Moving,YES
21288,STRIPEY CHOCOLATE NESTING BOXES,253,707.95,Medium Moving,NO
21289,LARGE STRIPES CHOCOLATE GIFT BAG,443,553.75,Medium Moving,NO
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,920,782.0,Medium Moving,YES
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,865,591.25,Medium Moving,YES
21293,MIRRORED DOVE WALL DECORATION,101,214.13000000000002,Slow Moving,NO
21294,ETCHED GLASS COASTER,1536,722.88,Fast Moving,YES
21306,SET/4 DAISY MIRROR MAGNETS,486,166.27999999999997,Medium Moving,NO
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,39.199999999999996,Slow Moving,NO
21310,CAPIZ CHANDELIER,1,29.95,Slow Moving,NO
21311,SET/4 BIRD MIRROR MAGNETS ,452,158.23,Medium Moving,NO
21313,GLASS HEART T-LIGHT HOLDER ,2828,2097.71,Fast Moving,YES
21314,SMALL GLASS HEART TRINKET POT,3664,7399.960000000001,Fast Moving,YES
21316,SMALL CHUNKY GLASS ROMAN  BOWL,148,153.64000000000001,Slow Moving,NO
21317,GLASS SPHERE CANDLE STAND MEDIUM,95,510.75,Slow Moving,NO
21318,GLASS CHALICE BLUE SMALL ,678,369.0,Medium Moving,YES
21319,GLASS CHALICE GREEN  SMALL ,147,129.51,Slow Moving,NO
21320,GLASS CHALICE GREEN  LARGE ,186,309.66,Slow Moving,NO
21324,HANGING MEDINA LANTERN SMALL,69,203.55,Slow Moving,NO
21326,AGED GLASS SILVER T-LIGHT HOLDER,10040,6052.0,Fast Moving,YES
21327,SKULLS WRITING SET ,538,887.6999999999999,Medium Moving,YES
21328,BALLOONS  WRITING SET ,755,1253.9499999999998,Medium Moving,YES
21329,DINOSAURS  WRITING SET ,586,975.0999999999999,Medium Moving,YES
21331,MOROCCAN BEATEN METAL DISH LARGE,11,140.25,Slow Moving,NO
21332,MOROCCAN BEATEN METAL MIRROR,14,143.3,Slow Moving,NO
21333,CLASSIC WHITE FRAME,55,162.25,Slow Moving,NO
21336,GOLD WASHBAG,8,23.6,Slow Moving,NO
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,925,10123.16,Medium Moving,YES
21344,MOROCCAN BEATEN METAL DISH,14,139.29999999999998,Slow Moving,NO
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,139,355.65,Slow Moving,NO
21349,IVY HEART WREATH,12,81.0,Slow Moving,NO
21351,CINAMMON & ORANGE WREATH,101,654.55,Slow Moving,NO
21352,EUCALYPTUS & PINECONE  WREATH,311,1118.65,Medium Moving,NO
21354,TOAST ITS - BEST MUM,751,885.95,Medium Moving,YES
21355,TOAST ITS - I LOVE YOU ,772,955.4,Medium Moving,YES
21356,TOAST ITS - FAIRY FLOWER,303,361.9,Medium Moving,NO
21357,TOAST ITS - DINOSAUR,19,23.75,Slow Moving,NO
21358,TOAST ITS - HAPPY BIRTHDAY,327,408.75,Medium Moving,NO
21359,RELAX LARGE WOOD LETTERS,126,743.7,Slow Moving,NO
21360,JOY LARGE WOOD LETTERS,37,194.15,Slow Moving,NO
21361,LOVE LARGE WOOD LETTERS ,91,1127.85,Slow Moving,NO
21363,HOME SMALL WOOD LETTERS,207,1024.65,Medium Moving,NO
21364,PEACE SMALL WOOD LETTERS,25,168.75,Slow Moving,NO
21365,MIRRORED WALL ART STARS,348,360.0,Medium Moving,NO
21366,MIRRORED WALL ART PHOTO FRAMES,24,102.0,Slow Moving,NO
21367,MIRRORED WALL ART GENTS,163,159.51,Slow Moving,NO
21368,MIRRORED WALL ART LADIES,160,128.4,Slow Moving,NO
21369,MIRRORED WALL ART SPLODGES,98,142.5,Slow Moving,NO
21370,MIRRORED WALL ART FOXY,15,88.2,Slow Moving,NO
21371,MIRRORED WALL ART POPPIES,275,274.65,Medium Moving,NO
21372,MIRRORED WALL ART TABLE LAMP,67,75.73,Slow Moving,NO
21373,MIRRORED WALL ART SNOWFLAKES,507,380.25,Medium Moving,YES
21374,MIRRORED WALL ART SKULLS,294,400.0,Medium Moving,NO
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,22,107.30000000000001,Slow Moving,NO
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,29,149.65,Slow Moving,NO
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,123.20999999999998,Slow Moving,NO
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,129,175.04999999999998,Slow Moving,NO
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,141,155.61,Slow Moving,NO
21380,WOODEN HAPPY BIRTHDAY GARLAND,2090,5901.3,Fast Moving,YES
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1695,2726.31,Fast Moving,YES
21382,SET/4 SPRING FLOWER DECORATION,1040,1151.8,Fast Moving,YES
21383,PACK OF 12 STICKY BUNNIES,765,497.25000000000006,Medium Moving,YES
21385,IVORY HANGING DECORATION  HEART,3558,2952.54,Fast Moving,YES
21386,IVORY HANGING DECORATION  EGG,689,253.01,Medium Moving,YES
21389,IVORY HANGING DECORATION  BIRD,1015,862.75,Fast Moving,YES
21390,FILIGRIS HEART WITH BUTTERFLY,3778,4540.38,Fast Moving,YES
21391,FRENCH LAVENDER SCENT HEART,965,846.6,Medium Moving,YES
21392,RED POLKADOT PUDDING BOWL,32,38.13,Slow Moving,NO
21393,BLUE POLKADOT PUDDING BOWL,29,38.67,Slow Moving,NO
21394,RED POLKADOT BEAKER ,3822,1538.62,Fast Moving,YES
21395,BLUE POLKADOT BEAKER ,2806,1094.34,Fast Moving,YES
21397,BLUE POLKADOT EGG CUP ,1016,445.26,Fast Moving,YES
21398,RED POLKADOT COFFEE  MUG,1499,642.75,Fast Moving,YES
21399,BLUE POLKADOT COFFEE MUG,2035,826.14,Fast Moving,YES
21400,RED PUDDING SPOON,837,109.74,Medium Moving,YES
21401,BLUE PUDDING SPOON,1010,132.29999999999998,Fast Moving,YES
21402,RED  EGG  SPOON,1290,155.4,Fast Moving,YES
21403,BLUE EGG  SPOON,1718,258.71999999999997,Fast Moving,YES
21407,BROWN CHECK CAT DOORSTOP ,233,965.0,Medium Moving,NO
21408,SPOTTY PINK DUCK DOORSTOP,221,752.51,Medium Moving,NO
21411,GINGHAM HEART  DOORSTOP RED,714,2371.2599999999998,Medium Moving,YES
21413,PERIWINKLE T-LIGHT HOLDER,36,45.0,Slow Moving,NO
21414,SCALLOP SHELL SOAP DISH,1,2.1,Slow Moving,NO
21415,CLAM SHELL SMALL ,202,375.73,Medium Moving,NO
21416,CLAM SHELL LARGE,5,18.75,Slow Moving,NO
21417,COCKLE SHELL DISH,289,420.88,Medium Moving,NO
21418,STARFISH SOAP DISH,59,115.25,Slow Moving,NO
21420,OYSTER TRINKET BOX,47,83.87,Slow Moving,NO
21421,PORCELAIN ROSE LARGE ,298,345.14,Medium Moving,NO
21422,PORCELAIN ROSE SMALL,1560,1218.36,Fast Moving,YES
21424,WOODLAND STORAGE BOX LARGE ,227,612.05,Medium Moving,NO
21425,SKULLS STORAGE BOX LARGE,67,188.05,Slow Moving,NO
21426,WOODLAND STORAGE BOX SMALL,213,411.30000000000007,Medium Moving,NO
21427,SKULLS STORAGE BOX SMALL,77,161.70000000000002,Slow Moving,NO
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1098,4259.3,Fast Moving,YES
21429,RED GINGHAM ROSE JEWELLERY BOX,1612,2917.2,Fast Moving,YES
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2698,9401.82,Fast Moving,YES
21439,BASKET OF TOADSTOOLS,1322,1574.98,Fast Moving,YES
21441,BLUE BIRDHOUSE DECORATION,376,223.3,Medium Moving,NO
21442,GREEN BIRDHOUSE DECORATION,386,229.45999999999998,Medium Moving,NO
21445,12 PINK ROSE PEG PLACE SETTINGS,214,267.5,Medium Moving,NO
21446,12 RED ROSE PEG PLACE SETTINGS,392,490.0,Medium Moving,NO
21447,12 IVORY ROSE PEG PLACE SETTINGS,749,936.25,Medium Moving,YES
21448,12 DAISY PEGS IN WOOD BOX,322,531.3,Medium Moving,NO
21452,TOADSTOOL MONEY BOX,745,2140.15,Medium Moving,YES
21454,PAINTED PINK RABBIT ,317,269.45,Medium Moving,NO
21455,PAINTED YELLOW WOODEN DAISY,271,230.35,Medium Moving,NO
21456,2 PICTURE BOOK EGGS EASTER CHICKS,161,201.25,Slow Moving,NO
21457,2 PICTURE BOOK EGGS EASTER DUCKS,115,143.75,Slow Moving,NO
21458,2 PICTURE BOOK EGGS EASTER BUNNY,158,197.5,Slow Moving,NO
21459,YELLOW EASTER EGG HUNT START POST,75,146.25,Slow Moving,NO
21460,GREEN EASTER EGG HUNT START POST,26,50.699999999999996,Slow Moving,NO
21461,BLUE EASTER EGG HUNT START POST,8,15.6,Slow Moving,NO
21462,"NURSERY A,B,C PAINTED LETTERS",192,859.2,Slow Moving,NO
21463,MIRRORED DISCO BALL ,642,3393.4,Medium Moving,YES
21464,DISCO BALL ROTATOR BATTERY OPERATED,244,1034.0,Medium Moving,NO
21465,PINK FLOWER CROCHET FOOD COVER,193,727.46,Slow Moving,NO
21466,RED FLOWER CROCHET FOOD COVER,267,982.49,Medium Moving,NO
21467,CHERRY CROCHET FOOD COVER,215,813.67,Medium Moving,NO
21468,BUTTERFLY CROCHET FOOD COVER,123,468.67,Slow Moving,NO
21469,POLKA DOT RAFFIA FOOD COVER,250,941.21,Medium Moving,NO
21470,FLOWER VINE RAFFIA FOOD COVER,336,1271.13,Medium Moving,NO
21471,STRAWBERRY RAFFIA FOOD COVER,493,1695.15,Medium Moving,NO
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,446.25,Slow Moving,NO
21473,SWEETHEART CREAM STEEL TABLE RECT,22,438.9,Slow Moving,NO
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,463.45,Slow Moving,NO
21479,WHITE SKULL HOT WATER BOTTLE ,2699,10215.47,Fast Moving,YES
21481,FAWN BLUE HOT WATER BOTTLE,2919,9196.050000000001,Fast Moving,YES
21484,CHICK GREY HOT WATER BOTTLE,1545,5770.27,Fast Moving,YES
21485,RETROSPOT HEART HOT WATER BOTTLE,3326,15827.18,Fast Moving,YES
21486,PINK HEART DOTS HOT WATER BOTTLE,8,30.0,Slow Moving,NO
21488,RED WHITE SCARF  HOT WATER BOTTLE,3,11.850000000000001,Slow Moving,NO
21494,ROTATING LEAVES T-LIGHT HOLDER,1222,1617.23,Fast Moving,YES
21495,SKULLS AND CROSSBONES WRAP,5800,2356.0,Fast Moving,YES
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409.0,Fast Moving,YES
21498,RED RETROSPOT WRAP ,10522,4310.24,Fast Moving,YES
21499,BLUE POLKADOT WRAP,6900,2798.0,Fast Moving,YES
21500,PINK POLKADOT WRAP ,6350,2593.0,Fast Moving,YES
21503,TOYBOX  WRAP ,726,288.92,Medium Moving,YES
21504,SKULLS GREETING CARD,1860,753.12,Fast Moving,YES
21506,"FANCY FONT BIRTHDAY CARD, ",4704,1895.76,Fast Moving,YES
21507,ELEPHANT BIRTHDAY CARD ,1080,449.88,Fast Moving,YES
21507,"ELEPHANT, BIRTHDAY CARD, ",2114,859.08,Fast Moving,YES
21508,VINTAGE KID DOLLY CARD ,2381,966.07,Fast Moving,YES
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3581,1444.75,Fast Moving,YES
21518,BANK ACCOUNT  GREETING  CARD ,265,106.97999999999999,Medium Moving,NO
21519,GIN & TONIC DIET GREETING CARD ,3217,1320.9,Fast Moving,YES
21520,BOOZE & WOMEN GREETING CARD ,457,187.62,Medium Moving,NO
21523,DOORMAT FANCY FONT HOME SWEET HOME,3087,19149.07,Fast Moving,YES
21524,DOORMAT SPOTTY HOME SWEET HOME,1657,12055.32,Fast Moving,YES
21527,RED RETROSPOT TRADITIONAL TEAPOT ,464,3508.8,Medium Moving,NO
21528,DAIRY MAID TRADITIONAL TEAPOT ,176,1209.2,Slow Moving,NO
21530,DAIRY MAID TOASTRACK,756,690.12,Medium Moving,YES
21531,RED RETROSPOT SUGAR JAM BOWL,1469,3448.95,Fast Moving,YES
21533,RETROSPOT LARGE MILK JUG,1307,6217.650000000001,Fast Moving,YES
21534,DAIRY MAID LARGE MILK JUG,321,1563.75,Medium Moving,NO
21535,RED RETROSPOT SMALL MILK JUG,2450,5804.7,Fast Moving,YES
21537,RED RETROSPOT PUDDING BOWL,326,1337.5,Medium Moving,NO
21538,DAIRY MAID  PUDDING BOWL,5,18.75,Slow Moving,NO
21539,RED RETROSPOT BUTTER DISH,936,4414.8,Medium Moving,YES
21544,SKULLS  WATER TRANSFER TATTOOS ,1869,1519.85,Fast Moving,YES
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,72,212.40000000000003,Slow Moving,NO
21555,CERAMIC STRAWBERRY TRINKET TRAY,55,140.25,Slow Moving,NO
21556,CERAMIC STRAWBERRY MONEY BOX,804,1859.3999999999999,Medium Moving,YES
21557,SET OF 6 FUNKY BEAKERS,300,854.0400000000001,Medium Moving,NO
21558,SKULL LUNCH BOX WITH CUTLERY ,1940,4609.5,Fast Moving,YES
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3711,8721.89,Fast Moving,YES
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227,2868.7799999999997,Fast Moving,YES
21562,HAWAIIAN GRASS SKIRT ,319,368.35,Medium Moving,NO
21563,RED HEART SHAPE LOVE BUCKET ,1358,2591.02,Fast Moving,YES
21564,PINK  HEART SHAPE LOVE BUCKET ,1016,1686.5200000000002,Fast Moving,YES
21576,LETS GO SHOPPING COTTON TOTE BAG,177,403.67,Slow Moving,NO
21577,SAVE THE PLANET COTTON TOTE BAG,549,1235.25,Medium Moving,YES
21578,WOODLAND DESIGN  COTTON TOTE BAG,583,1311.75,Medium Moving,YES
21579,LOLITA  DESIGN  COTTON TOTE BAG,152,342.0,Slow Moving,NO
21580,RABBIT  DESIGN  COTTON TOTE BAG,90,202.5,Slow Moving,NO
21581,SKULLS  DESIGN  COTTON TOTE BAG,165,371.25,Slow Moving,NO
21584,RETROSPOT SMALL TUBE MATCHES,1059,1743.35,Fast Moving,YES
21586,KINGS CHOICE GIANT TUBE MATCHES,731,1691.25,Medium Moving,YES
21587,COSY HOUR GIANT TUBE MATCHES,195,475.65,Slow Moving,NO
21588,RETROSPOT GIANT TUBE MATCHES,1494,3442.5,Fast Moving,YES
21591,COSY HOUR CIGAR BOX MATCHES ,1183,1451.39,Fast Moving,YES
21592,RETROSPOT CIGAR BOX MATCHES ,2138,2135.32,Fast Moving,YES
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,760,2069.2,Medium Moving,YES
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,221,632.7500000000001,Medium Moving,NO
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,48,141.60000000000002,Slow Moving,NO
21615,4 LAVENDER BOTANICAL DINNER CANDLES,839,1193.75,Medium Moving,YES
21616,4 PEAR BOTANICAL DINNER CANDLES,755,1093.75,Medium Moving,YES
21617,4 LILY  BOTANICAL DINNER CANDLES,470,848.0,Medium Moving,NO
21618,4 WILDFLOWER BOTANICAL CANDLES,301,471.25,Medium Moving,NO
21619,4 VANILLA BOTANICAL CANDLES,896,1247.5,Medium Moving,YES
21620,SET OF 4 ROSE BOTANICAL CANDLES,795,1188.75,Medium Moving,YES
21621,VINTAGE UNION JACK BUNTING,2538,20945.16,Fast Moving,YES
21622,VINTAGE UNION JACK CUSHION COVER,358,1755.3000000000002,Medium Moving,NO
21623,VINTAGE UNION JACK MEMOBOARD,3252,22679.28,Fast Moving,YES
21624,VINTAGE UNION JACK DOORSTOP,203,1184.8500000000001,Medium Moving,NO
21625,VINTAGE UNION JACK APRON,303,2112.3900000000003,Medium Moving,NO
21626,VINTAGE UNION JACK PENNANT,741,1444.95,Medium Moving,YES
21627,ELEPHANT CARNIVAL POUFFE,38,568.0999999999999,Slow Moving,NO
21628,TRIANGULAR POUFFE VINTAGE ,43,605.4499999999999,Slow Moving,NO
21629,SQUARE FLOOR CUSHION VINTAGE RED,51,395.45000000000005,Slow Moving,NO
21630,FLOOR CUSHION ELEPHANT CARNIVAL,54,461.3,Slow Moving,NO
21631,HIPPY CHIC DECORATIVE PARASOL,155,761.85,Slow Moving,NO
21632,VINTAGE PINK DECORATIVE PARASOL,60,237.00000000000003,Slow Moving,NO
21633,SUNFLOWER DECORATIVE PARASOL,87,528.45,Slow Moving,NO
21634,ASSORTED MINI MADRAS NOTEBOOK,948,462.6,Medium Moving,YES
